uno;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos
16461;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;7883;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
16462;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7884;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16463;05/02/2021;28/02/2021;86008;0;0;3992;90000;;;due;7885;26;;3;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;45000
16464;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7886;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16465;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7887;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16466;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7888;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16467;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7889;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16468;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7890;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16469;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7891;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16470;05/02/2021;28/02/2021;64395;0;0;3992;68387;;;due;7892;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;43387
16471;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7893;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16472;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7894;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16473;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7895;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16474;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7896;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16475;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7897;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16476;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;7898;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16477;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7899;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16478;05/02/2021;28/02/2021;64234;0;0;3992;68226;;;due;7900;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;13226
16479;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;7901;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16480;05/02/2021;28/02/2021;73508;0;0;3992;77500;;;due;7902;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;52500
16481;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7903;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16482;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7904;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16483;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;7905;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;12000
16484;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7906;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16485;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7907;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16486;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;7908;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16487;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7909;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16488;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;7910;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;50000
16489;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7911;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16490;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7912;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16491;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7913;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16492;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7914;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16493;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;7915;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16494;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7916;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16495;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;7917;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;50000
16496;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7918;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16497;05/02/2021;28/02/2021;31492;0;0;3992;35484;;;due;7919;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;10484
16498;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;7920;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16499;05/02/2021;28/02/2021;52943;0;0;3992;56935;;;due;7921;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;1935
16500;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;7922;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16501;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7923;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16502;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7924;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16503;05/02/2021;28/02/2021;55524;0;0;3992;59516;;;due;7925;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;34516
16504;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7926;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16505;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7927;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16506;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7928;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16507;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7929;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16508;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;7930;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;50000
16509;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7931;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16510;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7932;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16511;05/02/2021;28/02/2021;42782;0;0;3992;46774;;;due;7933;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;21774
16512;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7934;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16513;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;7935;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
16514;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7936;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16515;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7937;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16516;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;7938;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16517;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7939;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16518;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;7940;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;50000
16519;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;7941;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
16520;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7942;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16521;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7943;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16522;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;7944;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
16523;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7945;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16524;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7946;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16525;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7947;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16526;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7948;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16527;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;7949;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
16528;05/02/2021;28/02/2021;46008;0;0;3992;50000;Cash;;partial;7950;26;30000;2;yes;0;%;Villanueva;Television;10Megas;no;2;no;Activo;0;0
16529;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7951;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16530;05/02/2021;28/02/2021;93508;0;0;3992;97500;;;due;7952;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;72500
16531;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7953;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16532;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7954;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16533;05/02/2021;28/02/2021;56008;0;0;3992;60000;;;due;7955;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;35000
16534;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7956;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16535;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7957;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16536;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;7958;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
16537;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7959;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16538;05/02/2021;28/02/2021;144341;0;0;3992;148333;;;due;7960;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;123333
16539;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7961;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16540;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;7962;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16541;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7963;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16542;05/02/2021;28/02/2021;41879;0;0;3992;45871;;;due;7964;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;20871
16543;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7965;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16544;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;7966;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
16545;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7967;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16546;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;7968;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16547;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7969;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16548;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7970;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16549;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;7971;26;;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;0
16550;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;7972;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
16551;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;7973;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
16552;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7974;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16553;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7975;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16554;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;7976;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16555;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7977;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16556;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;7978;26;55000;2;yes;0;%;Villanueva;Television;10Megas;no;2;no;Activo;0;0
16557;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7979;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16558;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;7980;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;12000
16559;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;7981;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16560;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;7982;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16561;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7983;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16562;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;7984;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16563;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7985;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16564;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;7986;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16565;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7987;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16566;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7988;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16567;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;7989;26;20000;3;yes;0;%;Villanueva;Television;3Megas;no;2;no;Activo;0;0
16568;05/02/2021;28/02/2021;20000;0;0;0;20000;Cash;;partial;7990;26;25000;2;yes;0;%;Villanueva;Television;3Megas;no;2;no;Activo;0;0
16569;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;7991;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;50000
16570;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;7992;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
16571;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;7993;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16572;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7994;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16573;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;7995;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;50000
16574;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;7996;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;12000
16575;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;7997;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16576;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7998;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16577;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;7999;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16578;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8000;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16579;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8001;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16580;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8002;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16581;05/02/2021;28/02/2021;46008;0;0;3992;50000;Cash;;partial;8003;26;5000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
16582;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8004;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16583;05/02/2021;28/02/2021;78008;0;0;3992;82000;;;due;8005;26;;3;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;37000
16584;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8006;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16585;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8007;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16586;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8008;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16587;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8009;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16588;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8010;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16589;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8011;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16590;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8012;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16591;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8013;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16592;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8014;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16593;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8015;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16594;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8016;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
16595;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8017;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16596;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;8018;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;50000
16597;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8019;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16598;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8020;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16599;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8021;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
16600;05/02/2021;28/02/2021;62137;0;0;3992;66129;;;due;8022;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;11129
16601;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8023;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16602;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8024;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16603;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8025;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16604;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8026;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
16605;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8027;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16606;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8028;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16607;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8029;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16608;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8030;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16609;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8031;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
16610;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8032;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16611;05/02/2021;28/02/2021;48008;0;0;3992;52000;;;due;8033;26;;3;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;7000
16612;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8034;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16613;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8035;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
16614;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8036;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16615;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8037;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16616;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8038;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16617;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8039;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16618;05/02/2021;28/02/2021;56841;0;0;3992;60833;;;due;8040;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;35833
16619;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8041;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16620;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8042;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
16621;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8043;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16622;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8044;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16623;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8045;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16624;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8046;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16625;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8047;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16626;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8048;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16627;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;8049;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;12000
16628;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;8050;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;50000
16629;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8051;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16630;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8052;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16631;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8053;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16632;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8054;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16633;05/02/2021;28/02/2021;56008;0;0;3992;60000;;;due;8055;26;;3;yes;0;%;Villanueva;Television;5Megas;1;0;no;Activo;0;0
16634;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8056;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16635;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;8057;26;;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;0
16636;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8058;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16637;05/02/2021;28/02/2021;95000;0;0;0;95000;;;due;8059;26;;1;no;0;%;Villanueva;no;10MegasSolo;no;0;no;Activo;0;0
16638;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8060;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
16639;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8061;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
16640;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;8062;26;;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;0
16641;05/02/2021;28/02/2021;75750;0;0;3992;79742;;;due;8063;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;54742
16642;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8064;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
16643;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8065;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
