tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;total;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo;puntos;term;rec;ron;multi
10658;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5400;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10659;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5401;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10660;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5402;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10661;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5404;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10662;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5405;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10663;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5406;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10664;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5407;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10665;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5408;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10666;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5409;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10667;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5410;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10668;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5411;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10669;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5412;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10670;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5413;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10671;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5414;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10672;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5415;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10673;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5416;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10674;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5417;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10675;05/01/2021;31/01/2021;101008;0;0;3992;105000;;;due;5418;8;0;2;yes;0;%;Monterrey;television;10Megas;0;0;no;Activo;0
10676;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5419;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10677;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5420;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10678;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5421;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10679;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5422;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10680;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5423;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10681;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5424;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10682;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5425;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10683;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5426;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10684;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5428;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10685;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5429;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10686;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5430;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10687;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5431;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10688;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5432;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10689;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5433;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10690;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5434;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10691;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5435;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10692;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5437;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10693;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5438;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10694;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5439;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10695;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5440;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10696;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5441;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10697;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5442;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10698;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5443;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10699;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5444;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10700;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5445;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10701;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5446;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10702;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5447;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10703;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5448;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10704;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5449;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10705;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5450;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10706;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5451;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10707;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5452;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10708;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5453;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10709;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5454;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10710;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5455;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10711;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5456;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10712;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5457;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10713;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5458;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10714;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5459;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10715;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5460;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10716;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5461;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10717;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5462;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10718;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5463;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10719;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5464;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10720;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5465;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10721;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5466;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10722;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5467;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10723;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5468;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10724;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5469;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10725;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5470;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10726;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5471;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10727;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5472;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10728;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5473;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10729;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5474;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10730;05/01/2021;31/01/2021;101008;0;0;3992;105000;;;due;5475;8;0;2;yes;0;%;Monterrey;television;10Megas;0;0;no;Activo;0
10731;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5476;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10732;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5477;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10733;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5478;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10734;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5479;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10735;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5480;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10736;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5482;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10737;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5483;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10738;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5484;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10739;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5485;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10740;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5486;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10741;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5487;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10742;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5488;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10743;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5489;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10744;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5490;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10745;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5491;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10746;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5492;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10747;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5493;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10748;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5494;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10749;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5495;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10750;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5496;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10751;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5497;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10752;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5498;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10753;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5499;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10754;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5500;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10755;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5501;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10756;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5502;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10757;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5503;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10758;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5504;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10759;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5505;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10760;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5506;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10761;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5508;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10762;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5509;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10763;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5510;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10764;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5511;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10765;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5512;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10766;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5513;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10767;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5514;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10768;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5515;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10769;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5516;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10770;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5517;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10771;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5520;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10772;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5521;8;0;2;yes;0;%;Monterrey;Television;3Megas;0;0;no;Activo;0
10773;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5522;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10774;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5523;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10775;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5525;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10776;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5526;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10777;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5527;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10778;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5528;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10779;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5529;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10780;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5530;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10781;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5531;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10782;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5532;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10783;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5533;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10784;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5534;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10785;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5535;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10786;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5536;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10787;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5538;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10788;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5539;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10789;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5540;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10790;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5541;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10791;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5542;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10792;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5543;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10793;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5544;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10794;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5545;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10795;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5546;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10796;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5547;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10797;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5548;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10798;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5549;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10799;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5550;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10800;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5551;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10801;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5552;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10802;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5553;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10803;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5554;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10804;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5555;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10805;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5556;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10806;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5557;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10807;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5558;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10808;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5559;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10809;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5560;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10810;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5561;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10811;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5562;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10812;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5563;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10813;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5564;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10814;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5565;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10815;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5566;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10816;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5567;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10817;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5568;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10818;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5569;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10819;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5570;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10820;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5571;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10821;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5572;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10822;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5573;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10823;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5574;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10824;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5575;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10825;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5576;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10826;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5577;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10827;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5578;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10828;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5579;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10829;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5580;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10830;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5581;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10831;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5582;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10832;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5583;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10833;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5584;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10834;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5585;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10835;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5586;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10836;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5587;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10837;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5588;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10838;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5589;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10839;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5590;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10840;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5591;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10841;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5592;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10842;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5593;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10843;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5594;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10844;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5595;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10845;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5596;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10846;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5597;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10847;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5598;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
